name,description,Action,Magic,Spirit,Special Slot A,Special Slot B,Special Slot C,Special Effect,Eye Color,Hit Points,Attack Points,Special Points,Spell Master,Background,Fairy Bottle
46final.png, Real Fairies in Bottles 1,Wisdom,Dust,Light,Watermellon A,Cherries B,777 C #2,"Tickle Tempest 1000 ap costs 5 sp: Giggle fairies can summon a playful storm of tickles that disarms opponents by making them burst into uncontrollable laughter, rendering them defenseless for a short time.",Orange,1600,100 ...,19,"Vesper Nightshade (Oil): Within the dimly lit chambers of forgotten castles, I unearthed the ""Shadowstealer Elixir,"" a concoction born from shadows and oil. It granted me the power to fade into the inky blackness, stealing both sight and strength from my adversaries. A relic of an ancient oil mage, its secrets remained locked until my arrival. #1",dream_TradingCard (4).jpg,Starling
47final.png, Real Fairies in Bottles 1,Heart,Dust,Dark,Cherries A #2,Cherries B,777 C #1,"Tickle Tempest 1000 ap costs 5 sp: Giggle fairies can summon a playful storm of tickles that disarms opponents by making them burst into uncontrollable laughter, rendering them defenseless for a short time.",Hazel,1200,250,20,"Vesper Nightshade (Oil): Within the dimly lit chambers of forgotten castles, I unearthed the ""Shadowstealer Elixir,"" a concoction born from shadows and oil. It granted me the power to fade into the inky blackness, stealing both sight and strength from my adversaries. A relic of an ancient oil mage, its secrets remained locked until my arrival. #1",dream_TradingCard (8).jpg,Ferna
48final.png, Real Fairies in Bottles 1,Heart,Crystal,Dark,Watermellon A,Watermellon B #1,777 C,"Tickle Tempest 1000 ap costs 5 sp: Giggle fairies can summon a playful storm of tickles that disarms opponents by making them burst into uncontrollable laughter, rendering them defenseless for a short time.",Orange,2000,250,20,"Sylva Watershadow (Water): The ""Aqua Veil Tonic"" whispered of secrets from the depths of the ocean. Upon tasting its azure depths, I was engulfed by liquid whispers, granting me the ability to manipulate water in all its forms. It is said to have been created by a mermaid oracle, allowing me to harness the boundless strength of the tides. #1",dream_TradingCard (6).jpg,Hazel #1
49final.png, Real Fairies in Bottles 1,Wisdom,Dust,Light,Cherries A #1,777 B,777 C #2,"Lunar Luminescence 700 ap costs 4 sp: Moonbeam fairies harness the power of moonlight to create a blinding burst of radiant energy, temporarily blinding and disorienting their opponents.",Red,1200,250,17,"Sylva Watershadow (Water): The ""Aqua Veil Tonic"" whispered of secrets from the depths of the ocean. Upon tasting its azure depths, I was engulfed by liquid whispers, granting me the ability to manipulate water in all its forms. It is said to have been created by a mermaid oracle, allowing me to harness the boundless strength of the tides. #1",dream_TradingCard (4).jpg,Ferna
50final.png, Real Fairies in Bottles 1,Heart,Dust,Light,777 A,777 B #1,777 C,"Vanishing Mirage 1000 ap costs 5 sp: Whisperwind fairies have the ability to create illusionary duplicates of themselves that confuse and mislead opponents, making it hard to predict their actual moves.
These special attack abilities add depth and intrigue to the ""Fairy Emotions"" game, making each fairy unique and bringing their respective lores to life.",Green,2000,150,18,"Aurora Fireheart (Sun): Behold, the ""Solar Ignition Brew""! As I consumed it, I found myself ablaze with the sun's fiery essence, radiating brilliance and the raw power of solar flames. This potion, said to be forged in the heart of a dying star, transformed me into a celestial inferno, incinerating all who dared to challenge me. #1",dream_TradingCard (6).jpg,Blossom
51final.png, Real Fairies in Bottles 1,Heart,Dust,Light,Cherries A,Watermellon B,Cherries C,"Tickle Tempest 1000 ap costs 5 sp: Giggle fairies can summon a playful storm of tickles that disarms opponents by making them burst into uncontrollable laughter, rendering them defenseless for a short time.",Hazel,2000,150,20,"Aurora Fireheart (Sun): Behold, the ""Solar Ignition Brew""! As I consumed it, I found myself ablaze with the sun's fiery essence, radiating brilliance and the raw power of solar flames. This potion, said to be forged in the heart of a dying star, transformed me into a celestial inferno, incinerating all who dared to challenge me. #1",dream_TradingCard (7).jpg,Ivy
52final.png, Real Fairies in Bottles 1,Giggle,Earth,Nature,Cherries A #2,Cherries B,Cherries C,"Ancient Insight 800 ap costs 4sp : Wisdom fairies can call upon the wisdom of their ancestors, gaining knowledge and guidance to make strategic moves. This ability enhances their decision",Green,1200,150,20,"Luna Tidesong (Moon): In the realm of Real Potions & Spells, I discovered the ""Lunar Elixir,"" a potion crafted under the pale moon's gentle gaze. Sipping from its glass vial, I felt my essence align with the celestial dance of the night, casting ethereal moonbeams to ensnare my foes. Legends say it was created by a mystical moon",dream_TradingCard (5).jpg,Lilya
53final.png, Real Fairies in Bottles 1,Heart,Earth,Light,Cherries A,Watermellon B #1,Cherries C,"Lunar Luminescence 700 ap costs 4 sp: Moonbeam fairies harness the power of moonlight to create a blinding burst of radiant energy, temporarily blinding and disorienting their opponents.",Hazel,2000,100 ...,17,"Aurora Fireheart (Sun): Behold, the ""Solar Ignition Brew""! As I consumed it, I found myself ablaze with the sun's fiery essence, radiating brilliance and the raw power of solar flames. This potion, said to be forged in the heart of a dying star, transformed me into a celestial inferno, incinerating all who dared to challenge me. #1",dream_TradingCard (5).jpg,Petal
54final.png, Real Fairies in Bottles 1,Wisdom,Earth,Light,Watermellon A #1,Cherries B,777 C #2,"Vanishing Mirage 1000 ap costs 5 sp: Whisperwind fairies have the ability to create illusionary duplicates of themselves that confuse and mislead opponents, making it hard to predict their actual moves.
These special attack abilities add depth and intrigue to the ""Fairy Emotions"" game, making each fairy unique and bringing their respective lores to life.",Green,1600,100 #1,17,"Vesper Nightshade (Oil): Within the dimly lit chambers of forgotten castles, I unearthed the ""Shadowstealer Elixir,"" a concoction born from shadows and oil. It granted me the power to fade into the inky blackness, stealing both sight and strength from my adversaries. A relic of an ancient oil mage, its secrets remained locked until my arrival. #1",dream_TradingCard (4).jpg,Ferna
55final.png, Real Fairies in Bottles 1,Giggle,Dust,Nature,Cherries A #1,777 B #1,777 C #1,"Tickle Tempest 1000 ap costs 5 sp: Giggle fairies can summon a playful storm of tickles that disarms opponents by making them burst into uncontrollable laughter, rendering them defenseless for a short time.",Blue,1600,150,17,"Aurora Fireheart (Sun): Behold, the ""Solar Ignition Brew""! As I consumed it, I found myself ablaze with the sun's fiery essence, radiating brilliance and the raw power of solar flames. This potion, said to be forged in the heart of a dying star, transformed me into a celestial inferno, incinerating all who dared to challenge me. #1",dream_TradingCard (5).jpg,Root
56final.png, Real Fairies in Bottles 1,Wisdom,Earth,Dark,777 A,777 B #1,777 C #1,"Tickle Tempest 1000 ap costs 5 sp: Giggle fairies can summon a playful storm of tickles that disarms opponents by making them burst into uncontrollable laughter, rendering them defenseless for a short time.",Green,1800,50 #1,20,"Luna Tidesong (Moon): In the realm of Real Potions & Spells, I discovered the ""Lunar Elixir,"" a potion crafted under the pale moon's gentle gaze. Sipping from its glass vial, I felt my essence align with the celestial dance of the night, casting ethereal moonbeams to ensnare my foes. Legends say it was created by a mystical moon",dream_TradingCard (8).jpg,Dewdrop
57final.png, Real Fairies in Bottles 1,Wisdom,Crystal,Dark,Cherries A #2,Watermellon B #1,Cherries C,"Tickle Tempest 1000 ap costs 5 sp: Giggle fairies can summon a playful storm of tickles that disarms opponents by making them burst into uncontrollable laughter, rendering them defenseless for a short time.",Red,1600,100 ...,20,"Sylva Watershadow (Water): The ""Aqua Veil Tonic"" whispered of secrets from the depths of the ocean. Upon tasting its azure depths, I was engulfed by liquid whispers, granting me the ability to manipulate water in all its forms. It is said to have been created by a mermaid oracle, allowing me to harness the boundless strength of the tides. #1",dream_TradingCard (5).jpg,Ferna
58final.png, Real Fairies in Bottles 1,Wisdom,Dust,Dark,Watermellon A,Watermellon B,Cherries C,"Ancient Insight 800 ap costs 4sp : Wisdom fairies can call upon the wisdom of their ancestors, gaining knowledge and guidance to make strategic moves. This ability enhances their decision",Blue,1800,150,18,"Vesper Nightshade (Oil): Within the dimly lit chambers of forgotten castles, I unearthed the ""Shadowstealer Elixir,"" a concoction born from shadows and oil. It granted me the power to fade into the inky blackness, stealing both sight and strength from my adversaries. A relic of an ancient oil mage, its secrets remained locked until my arrival. #1",dream_TradingCard (8).jpg,Ivy
59final.png, Real Fairies in Bottles 1,Wisdom,Dust,Dark,777 A,777 B,777 C #2,"Love's Embrace 500 ap costs 3 sp: Heartbeat fairies have the power to envelop an opponent in a warm, soothing aura of love and affection, distracting them and making it difficult for them to focus on attacking.",Hazel,1800,150,18,"Aurora Fireheart (Sun): Behold, the ""Solar Ignition Brew""! As I consumed it, I found myself ablaze with the sun's fiery essence, radiating brilliance and the raw power of solar flames. This potion, said to be forged in the heart of a dying star, transformed me into a celestial inferno, incinerating all who dared to challenge me. #1",dream_TradingCard (6).jpg,Petal
60final.png, Real Fairies in Bottles 1,Heart,Earth,Dark,777 A,777 B #1,777 C #1,"Tickle Tempest 1000 ap costs 5 sp: Giggle fairies can summon a playful storm of tickles that disarms opponents by making them burst into uncontrollable laughter, rendering them defenseless for a short time.",Orange,2000,150,17,"Aurora Fireheart (Sun): Behold, the ""Solar Ignition Brew""! As I consumed it, I found myself ablaze with the sun's fiery essence, radiating brilliance and the raw power of solar flames. This potion, said to be forged in the heart of a dying star, transformed me into a celestial inferno, incinerating all who dared to challenge me. #1",dream_TradingCard (6).jpg,Dewdrop
61final.png, Real Fairies in Bottles 1,Wisdom,Crystal,Light,Watermellon A #1,777 B,777 C,"Lunar Luminescence 700 ap costs 4 sp: Moonbeam fairies harness the power of moonlight to create a blinding burst of radiant energy, temporarily blinding and disorienting their opponents.",Red,1600,100 ...,20,"Sylva Watershadow (Water): The ""Aqua Veil Tonic"" whispered of secrets from the depths of the ocean. Upon tasting its azure depths, I was engulfed by liquid whispers, granting me the ability to manipulate water in all its forms. It is said to have been created by a mermaid oracle, allowing me to harness the boundless strength of the tides. #1",dream_TradingCard (7).jpg,Thorna
62final.png, Real Fairies in Bottles 1,Giggle,Dust,Nature,777 A,777 B #1,Cherries C,"Love's Embrace 500 ap costs 3 sp: Heartbeat fairies have the power to envelop an opponent in a warm, soothing aura of love and affection, distracting them and making it difficult for them to focus on attacking.",Red,1200,250,18,"Luna Tidesong (Moon): In the realm of Real Potions & Spells, I discovered the ""Lunar Elixir,"" a potion crafted under the pale moon's gentle gaze. Sipping from its glass vial, I felt my essence align with the celestial dance of the night, casting ethereal moonbeams to ensnare my foes. Legends say it was created by a mystical moon",dream_TradingCard (5).jpg,Lilya
63final.png, Real Fairies in Bottles 1,Heart,Dust,Dark,777 A,777 B,777 C #1,"Tickle Tempest 1000 ap costs 5 sp: Giggle fairies can summon a playful storm of tickles that disarms opponents by making them burst into uncontrollable laughter, rendering them defenseless for a short time.",Red,2000,50 #1,20,"Luna Tidesong (Moon): In the realm of Real Potions & Spells, I discovered the ""Lunar Elixir,"" a potion crafted under the pale moon's gentle gaze. Sipping from its glass vial, I felt my essence align with the celestial dance of the night, casting ethereal moonbeams to ensnare my foes. Legends say it was created by a mystical moon",dream_TradingCard (4).jpg,Blossom
64final.png, Real Fairies in Bottles 1,Giggle,Crystal,Nature,Watermellon A #1,777 B,777 C #2,"Tickle Tempest 1000 ap costs 5 sp: Giggle fairies can summon a playful storm of tickles that disarms opponents by making them burst into uncontrollable laughter, rendering them defenseless for a short time.",Orange,1200,50 #1,20,"Luna Tidesong (Moon): In the realm of Real Potions & Spells, I discovered the ""Lunar Elixir,"" a potion crafted under the pale moon's gentle gaze. Sipping from its glass vial, I felt my essence align with the celestial dance of the night, casting ethereal moonbeams to ensnare my foes. Legends say it was created by a mystical moon",dream_TradingCard (7).jpg,Lilya
65final.png, Real Fairies in Bottles 1,Wisdom,Earth,Light,Watermellon A #1,777 B,777 C #2,"Vanishing Mirage 1000 ap costs 5 sp: Whisperwind fairies have the ability to create illusionary duplicates of themselves that confuse and mislead opponents, making it hard to predict their actual moves.
These special attack abilities add depth and intrigue to the ""Fairy Emotions"" game, making each fairy unique and bringing their respective lores to life.",Orange,1800,100 #1,18,"Solara Dawnbringer (Sun): The ""Lustrous Dawn Serum"" unveiled the sun's innermost secrets, infusing me with radiant might. Bathed in the aura of dawn, this potion bestowed me with the power to heal and revive, casting aside darkness wherever I roamed. They say it was bestowed upon the realm by a benevolent sun deity, a guardian of hope. #1",dream_TradingCard (7).jpg,Blossom
66final.png, Real Fairies in Bottles 1,Wisdom,Crystal,Light,Watermellon A,777 B,777 C #1,"Tickle Tempest 1000 ap costs 5 sp: Giggle fairies can summon a playful storm of tickles that disarms opponents by making them burst into uncontrollable laughter, rendering them defenseless for a short time.",Hazel,1800,250,18,"Aurora Fireheart (Sun): Behold, the ""Solar Ignition Brew""! As I consumed it, I found myself ablaze with the sun's fiery essence, radiating brilliance and the raw power of solar flames. This potion, said to be forged in the heart of a dying star, transformed me into a celestial inferno, incinerating all who dared to challenge me. #1",dream_TradingCard (4).jpg,Dewdrop
67final.png, Real Fairies in Bottles 1,Wisdom,Dust,Nature,Cherries A,777 B,Watermellon C,"Tickle Tempest 1000 ap costs 5 sp: Giggle fairies can summon a playful storm of tickles that disarms opponents by making them burst into uncontrollable laughter, rendering them defenseless for a short time.",Red,1800,100 ...,19,"Luna Tidesong (Moon): In the realm of Real Potions & Spells, I discovered the ""Lunar Elixir,"" a potion crafted under the pale moon's gentle gaze. Sipping from its glass vial, I felt my essence align with the celestial dance of the night, casting ethereal moonbeams to ensnare my foes. Legends say it was created by a mystical moon",dream_TradingCard (6).jpg,Petal
68final.png, Real Fairies in Bottles 1,Giggle,Crystal,Dark,Watermellon A #1,Watermellon B,Watermellon C,"Love's Embrace 500 ap costs 3 sp: Heartbeat fairies have the power to envelop an opponent in a warm, soothing aura of love and affection, distracting them and making it difficult for them to focus on attacking.",Brown,1800,150,18,"Vesper Nightshade (Oil): Within the dimly lit chambers of forgotten castles, I unearthed the ""Shadowstealer Elixir,"" a concoction born from shadows and oil. It granted me the power to fade into the inky blackness, stealing both sight and strength from my adversaries. A relic of an ancient oil mage, its secrets remained locked until my arrival. #1",dream_TradingCard (7).jpg,Thorna
69final.png, Real Fairies in Bottles 1,Wisdom,Earth,Nature,Cherries A,777 B,Watermellon C,"Ancient Insight 800 ap costs 4sp : Wisdom fairies can call upon the wisdom of their ancestors, gaining knowledge and guidance to make strategic moves. This ability enhances their decision",Brown,2000,100 ...,20,"Aurora Fireheart (Sun): Behold, the ""Solar Ignition Brew""! As I consumed it, I found myself ablaze with the sun's fiery essence, radiating brilliance and the raw power of solar flames. This potion, said to be forged in the heart of a dying star, transformed me into a celestial inferno, incinerating all who dared to challenge me. #1",dream_TradingCard (5).jpg,Thorna
70final.png, Real Fairies in Bottles 1,Giggle,Earth,Nature,777 A,777 B #1,Watermellon C,"Love's Embrace 500 ap costs 3 sp: Heartbeat fairies have the power to envelop an opponent in a warm, soothing aura of love and affection, distracting them and making it difficult for them to focus on attacking.",Brown,1800,100 #1,17,"Solara Dawnbringer (Sun): The ""Lustrous Dawn Serum"" unveiled the sun's innermost secrets, infusing me with radiant might. Bathed in the aura of dawn, this potion bestowed me with the power to heal and revive, casting aside darkness wherever I roamed. They say it was bestowed upon the realm by a benevolent sun deity, a guardian of hope. #1",dream_TradingCard (5).jpg,Lilya
71final.png, Real Fairies in Bottles 1,Wisdom,Crystal,Nature,Cherries A,Watermellon B,Cherries C,"Ancient Insight 800 ap costs 4sp : Wisdom fairies can call upon the wisdom of their ancestors, gaining knowledge and guidance to make strategic moves. This ability enhances their decision",Orange,1600,100 #1,19,"Aurora Fireheart (Sun): Behold, the ""Solar Ignition Brew""! As I consumed it, I found myself ablaze with the sun's fiery essence, radiating brilliance and the raw power of solar flames. This potion, said to be forged in the heart of a dying star, transformed me into a celestial inferno, incinerating all who dared to challenge me. #1",dream_TradingCard (7).jpg,Petal
72final.png, Real Fairies in Bottles 1,Wisdom,Crystal,Nature,Watermellon A,Cherries B,Cherries C,"Ancient Insight 800 ap costs 4sp : Wisdom fairies can call upon the wisdom of their ancestors, gaining knowledge and guidance to make strategic moves. This ability enhances their decision",Orange,1600,150,17,"Luna Tidesong (Moon): In the realm of Real Potions & Spells, I discovered the ""Lunar Elixir,"" a potion crafted under the pale moon's gentle gaze. Sipping from its glass vial, I felt my essence align with the celestial dance of the night, casting ethereal moonbeams to ensnare my foes. Legends say it was created by a mystical moon",dream_TradingCard (6).jpg,Root
73final.png, Real Fairies in Bottles 1,Wisdom,Earth,Dark,Cherries A,Watermellon B,777 C,"Ancient Insight 800 ap costs 4sp : Wisdom fairies can call upon the wisdom of their ancestors, gaining knowledge and guidance to make strategic moves. This ability enhances their decision",Blue,2000,100 #1,19,"Luna Tidesong (Moon): In the realm of Real Potions & Spells, I discovered the ""Lunar Elixir,"" a potion crafted under the pale moon's gentle gaze. Sipping from its glass vial, I felt my essence align with the celestial dance of the night, casting ethereal moonbeams to ensnare my foes. Legends say it was created by a mystical moon",dream_TradingCard (5).jpg,Willow
74final.png, Real Fairies in Bottles 1,Wisdom,Crystal,Nature,Watermellon A,Watermellon B,777 C,"Love's Embrace 500 ap costs 3 sp: Heartbeat fairies have the power to envelop an opponent in a warm, soothing aura of love and affection, distracting them and making it difficult for them to focus on attacking.",Red,2000,250,20,"Sylva Watershadow (Water): The ""Aqua Veil Tonic"" whispered of secrets from the depths of the ocean. Upon tasting its azure depths, I was engulfed by liquid whispers, granting me the ability to manipulate water in all its forms. It is said to have been created by a mermaid oracle, allowing me to harness the boundless strength of the tides. #1",dream_TradingCard (7).jpg,Thorna
75final.png, Real Fairies in Bottles 1,Heart,Earth,Nature,Cherries A #2,Cherries B,777 C #1,"Tickle Tempest 1000 ap costs 5 sp: Giggle fairies can summon a playful storm of tickles that disarms opponents by making them burst into uncontrollable laughter, rendering them defenseless for a short time.",Red,1200,100 ...,20,"Sylva Watershadow (Water): The ""Aqua Veil Tonic"" whispered of secrets from the depths of the ocean. Upon tasting its azure depths, I was engulfed by liquid whispers, granting me the ability to manipulate water in all its forms. It is said to have been created by a mermaid oracle, allowing me to harness the boundless strength of the tides. #1",dream_TradingCard (4).jpg,Starling
76final.png, Real Fairies in Bottles 1,Giggle,Crystal,Nature,Cherries A,Watermellon B #1,777 C #1,"Vanishing Mirage 1000 ap costs 5 sp: Whisperwind fairies have the ability to create illusionary duplicates of themselves that confuse and mislead opponents, making it hard to predict their actual moves.
These special attack abilities add depth and intrigue to the ""Fairy Emotions"" game, making each fairy unique and bringing their respective lores to life.",Green,1200,100 ...,18,"Sylva Watershadow (Water): The ""Aqua Veil Tonic"" whispered of secrets from the depths of the ocean. Upon tasting its azure depths, I was engulfed by liquid whispers, granting me the ability to manipulate water in all its forms. It is said to have been created by a mermaid oracle, allowing me to harness the boundless strength of the tides. #1",dream_TradingCard (8).jpg,Root
77final.png, Real Fairies in Bottles 1,Wisdom,Crystal,Dark,Cherries A #1,777 B #1,Watermellon C,"Tickle Tempest 1000 ap costs 5 sp: Giggle fairies can summon a playful storm of tickles that disarms opponents by making them burst into uncontrollable laughter, rendering them defenseless for a short time.",Orange,1800,100 ...,19,"Sylva Watershadow (Water): The ""Aqua Veil Tonic"" whispered of secrets from the depths of the ocean. Upon tasting its azure depths, I was engulfed by liquid whispers, granting me the ability to manipulate water in all its forms. It is said to have been created by a mermaid oracle, allowing me to harness the boundless strength of the tides. #1",dream_TradingCard (7).jpg,Willow
78final.png, Real Fairies in Bottles 1,Wisdom,Dust,Nature,Watermellon A #1,Watermellon B,777 C,"Ancient Insight 800 ap costs 4sp : Wisdom fairies can call upon the wisdom of their ancestors, gaining knowledge and guidance to make strategic moves. This ability enhances their decision",Blue,1600,50 #1,20,"Solara Dawnbringer (Sun): The ""Lustrous Dawn Serum"" unveiled the sun's innermost secrets, infusing me with radiant might. Bathed in the aura of dawn, this potion bestowed me with the power to heal and revive, casting aside darkness wherever I roamed. They say it was bestowed upon the realm by a benevolent sun deity, a guardian of hope. #1",dream_TradingCard (4).jpg,Hazel #1
79final.png, Real Fairies in Bottles 1,Giggle,Dust,Light,Watermellon A,Watermellon B,777 C #2,"Love's Embrace 500 ap costs 3 sp: Heartbeat fairies have the power to envelop an opponent in a warm, soothing aura of love and affection, distracting them and making it difficult for them to focus on attacking.",Brown,1200,150,18,"Sylva Watershadow (Water): The ""Aqua Veil Tonic"" whispered of secrets from the depths of the ocean. Upon tasting its azure depths, I was engulfed by liquid whispers, granting me the ability to manipulate water in all its forms. It is said to have been created by a mermaid oracle, allowing me to harness the boundless strength of the tides. #1",dream_TradingCard (5).jpg,Root
80final.png, Real Fairies in Bottles 1,Giggle,Crystal,Light,Watermellon A #1,Watermellon B,Watermellon C,"Ancient Insight 800 ap costs 4sp : Wisdom fairies can call upon the wisdom of their ancestors, gaining knowledge and guidance to make strategic moves. This ability enhances their decision",Brown,1200,100 #1,19,"Luna Tidesong (Moon): In the realm of Real Potions & Spells, I discovered the ""Lunar Elixir,"" a potion crafted under the pale moon's gentle gaze. Sipping from its glass vial, I felt my essence align with the celestial dance of the night, casting ethereal moonbeams to ensnare my foes. Legends say it was created by a mystical moon",dream_TradingCard (8).jpg,Hazel #1
81final.png, Real Fairies in Bottles 1,Wisdom,Crystal,Nature,Watermellon A,Cherries B,Cherries C,"Love's Embrace 500 ap costs 3 sp: Heartbeat fairies have the power to envelop an opponent in a warm, soothing aura of love and affection, distracting them and making it difficult for them to focus on attacking.",Green,1800,50 #1,17,"Solara Dawnbringer (Sun): The ""Lustrous Dawn Serum"" unveiled the sun's innermost secrets, infusing me with radiant might. Bathed in the aura of dawn, this potion bestowed me with the power to heal and revive, casting aside darkness wherever I roamed. They say it was bestowed upon the realm by a benevolent sun deity, a guardian of hope. #1",dream_TradingCard (4).jpg,Ferna
82final.png, Real Fairies in Bottles 1,Wisdom,Dust,Light,Cherries A #2,777 B,777 C #1,"Ancient Insight 800 ap costs 4sp : Wisdom fairies can call upon the wisdom of their ancestors, gaining knowledge and guidance to make strategic moves. This ability enhances their decision",Hazel,1200,250,18,"Luna Tidesong (Moon): In the realm of Real Potions & Spells, I discovered the ""Lunar Elixir,"" a potion crafted under the pale moon's gentle gaze. Sipping from its glass vial, I felt my essence align with the celestial dance of the night, casting ethereal moonbeams to ensnare my foes. Legends say it was created by a mystical moon",dream_TradingCard (4).jpg,Lilya
83final.png, Real Fairies in Bottles 1,Heart,Crystal,Nature,777 A,Watermellon B,777 C #1,"Lunar Luminescence 700 ap costs 4 sp: Moonbeam fairies harness the power of moonlight to create a blinding burst of radiant energy, temporarily blinding and disorienting their opponents.",Orange,2000,100 ...,18,"Sylva Watershadow (Water): The ""Aqua Veil Tonic"" whispered of secrets from the depths of the ocean. Upon tasting its azure depths, I was engulfed by liquid whispers, granting me the ability to manipulate water in all its forms. It is said to have been created by a mermaid oracle, allowing me to harness the boundless strength of the tides. #1",dream_TradingCard (8).jpg,Dewdrop
84final.png, Real Fairies in Bottles 1,Giggle,Earth,Dark,Watermellon A #1,777 B #1,777 C,"Ancient Insight 800 ap costs 4sp : Wisdom fairies can call upon the wisdom of their ancestors, gaining knowledge and guidance to make strategic moves. This ability enhances their decision",Brown,1800,250,19,"Solara Dawnbringer (Sun): The ""Lustrous Dawn Serum"" unveiled the sun's innermost secrets, infusing me with radiant might. Bathed in the aura of dawn, this potion bestowed me with the power to heal and revive, casting aside darkness wherever I roamed. They say it was bestowed upon the realm by a benevolent sun deity, a guardian of hope. #1",dream_TradingCard (4).jpg,Petal
85final.png, Real Fairies in Bottles 1,Wisdom,Earth,Light,777 A,Watermellon B #1,777 C #1,"Ancient Insight 800 ap costs 4sp : Wisdom fairies can call upon the wisdom of their ancestors, gaining knowledge and guidance to make strategic moves. This ability enhances their decision",Green,2000,250,20,"Aurora Fireheart (Sun): Behold, the ""Solar Ignition Brew""! As I consumed it, I found myself ablaze with the sun's fiery essence, radiating brilliance and the raw power of solar flames. This potion, said to be forged in the heart of a dying star, transformed me into a celestial inferno, incinerating all who dared to challenge me. #1",dream_TradingCard (4).jpg,Hazel #1
86final.png, Real Fairies in Bottles 1,Wisdom,Crystal,Nature,Cherries A #1,Watermellon B #1,777 C #2,"Love's Embrace 500 ap costs 3 sp: Heartbeat fairies have the power to envelop an opponent in a warm, soothing aura of love and affection, distracting them and making it difficult for them to focus on attacking.",Blue,1600,150,20,"Aurora Fireheart (Sun): Behold, the ""Solar Ignition Brew""! As I consumed it, I found myself ablaze with the sun's fiery essence, radiating brilliance and the raw power of solar flames. This potion, said to be forged in the heart of a dying star, transformed me into a celestial inferno, incinerating all who dared to challenge me. #1",dream_TradingCard (4).jpg,Ivy
87final.png, Real Fairies in Bottles 1,Heart,Earth,Nature,777 A,777 B,Cherries C,"Love's Embrace 500 ap costs 3 sp: Heartbeat fairies have the power to envelop an opponent in a warm, soothing aura of love and affection, distracting them and making it difficult for them to focus on attacking.",Orange,1600,50 #1,17,"Sylva Watershadow (Water): The ""Aqua Veil Tonic"" whispered of secrets from the depths of the ocean. Upon tasting its azure depths, I was engulfed by liquid whispers, granting me the ability to manipulate water in all its forms. It is said to have been created by a mermaid oracle, allowing me to harness the boundless strength of the tides. #1",dream_TradingCard (5).jpg,Blossom
88final.png, Real Fairies in Bottles 1,Heart,Crystal,Nature,Watermellon A #1,Watermellon B #1,777 C #2,"Vanishing Mirage 1000 ap costs 5 sp: Whisperwind fairies have the ability to create illusionary duplicates of themselves that confuse and mislead opponents, making it hard to predict their actual moves.
These special attack abilities add depth and intrigue to the ""Fairy Emotions"" game, making each fairy unique and bringing their respective lores to life.",Orange,1800,250,17,"Aurora Fireheart (Sun): Behold, the ""Solar Ignition Brew""! As I consumed it, I found myself ablaze with the sun's fiery essence, radiating brilliance and the raw power of solar flames. This potion, said to be forged in the heart of a dying star, transformed me into a celestial inferno, incinerating all who dared to challenge me. #1",dream_TradingCard (7).jpg,Root
89final.png, Real Fairies in Bottles 1,Heart,Dust,Light,Watermellon A #1,Watermellon B #1,777 C #1,"Tickle Tempest 1000 ap costs 5 sp: Giggle fairies can summon a playful storm of tickles that disarms opponents by making them burst into uncontrollable laughter, rendering them defenseless for a short time.",Red,2000,100 #1,20,"Luna Tidesong (Moon): In the realm of Real Potions & Spells, I discovered the ""Lunar Elixir,"" a potion crafted under the pale moon's gentle gaze. Sipping from its glass vial, I felt my essence align with the celestial dance of the night, casting ethereal moonbeams to ensnare my foes. Legends say it was created by a mystical moon",dream_TradingCard (7).jpg,Lilya
90final.png, Real Fairies in Bottles 1,Heart,Dust,Light,Cherries A #2,777 B,777 C #1,"Tickle Tempest 1000 ap costs 5 sp: Giggle fairies can summon a playful storm of tickles that disarms opponents by making them burst into uncontrollable laughter, rendering them defenseless for a short time.",Orange,1200,100 #1,17,"Luna Tidesong (Moon): In the realm of Real Potions & Spells, I discovered the ""Lunar Elixir,"" a potion crafted under the pale moon's gentle gaze. Sipping from its glass vial, I felt my essence align with the celestial dance of the night, casting ethereal moonbeams to ensnare my foes. Legends say it was created by a mystical moon",dream_TradingCard (7).jpg,Breezelyn
91final.png, Real Fairies in Bottles 1,Heart,Crystal,Nature,Cherries A #2,Watermellon B,Watermellon C,"Lunar Luminescence 700 ap costs 4 sp: Moonbeam fairies harness the power of moonlight to create a blinding burst of radiant energy, temporarily blinding and disorienting their opponents.",Orange,1600,150,17,"Vesper Nightshade (Oil): Within the dimly lit chambers of forgotten castles, I unearthed the ""Shadowstealer Elixir,"" a concoction born from shadows and oil. It granted me the power to fade into the inky blackness, stealing both sight and strength from my adversaries. A relic of an ancient oil mage, its secrets remained locked until my arrival. #1",dream_TradingCard (4).jpg,Lilya
